 0.000	 6.000
 0.010	 6.000
 0.020	 6.000
 0.030	 6.000
 0.040	 6.000
 0.050	 6.000
 0.060	 6.000
 0.070	 6.000
 0.080	 6.000
 0.090	 6.000
 0.100	 6.000
 0.110	 6.000
 0.120	 6.000
 0.130	 6.000
 0.140	 6.000
 0.150	 6.000
 0.160	 6.000
 0.170	 6.000
 0.180	 6.000
 0.190	 6.000
 0.200	 6.000
 0.210	 6.000
 0.220	 6.000
 0.230	 6.000
 0.240	 6.000
 0.250	 6.000
 0.260	 6.000
 0.270	 6.000
 0.280	 6.000
 0.290	 6.000
 0.300	 6.000
 0.310	 6.000
 0.320	 6.000
 0.330	 6.000
 0.340	 6.000
 0.350	 6.000
 0.360	 6.000
 0.370	 6.000
 0.380	 6.000
 0.390	 6.000
 0.400	 6.000
 0.410	 6.000
 0.420	 6.000
 0.430	 6.000
 0.440	 6.000
 0.450	 6.000
 0.460	 6.000
 0.470	 6.000
 0.480	 6.000
 0.490	 6.000
 0.500	 6.000
 0.510	 6.000
 0.520	 6.000
 0.530	 6.000
 0.540	 6.000
 0.550	 6.000
 0.560	 6.000
 0.570	 6.000
 0.580	 6.000
 0.590	 6.000
 0.600	 6.000
 0.610	 6.000
 0.620	 6.000
 0.630	 6.000
 0.640	 6.000
 0.650	 6.000
 0.660	 6.000
 0.670	 6.000
 0.680	 6.000
 0.690	 6.000
 0.700	 6.000
 0.710	 6.000
 0.720	 6.000
 0.730	 6.000
 0.740	 6.000
 0.750	 6.000
 0.760	 6.000
 0.770	 6.000
 0.780	 6.000
 0.790	 6.000
 0.800	 6.000
 0.810	 6.000
 0.820	 6.000
 0.830	 6.000
 0.840	 6.000
 0.850	 6.000
 0.860	 6.000
 0.870	 6.000
 0.880	 6.000
 0.890	 6.000
 0.900	 6.000
 0.910	 6.000
 0.920	 6.000
 0.930	 6.000
 0.940	 6.000
 0.950	 6.000
 0.960	 6.000
 0.970	 6.000
 0.980	 6.000
 0.990	 6.000
 1.000	 5.500
 1.010	 5.500
 1.020	 5.500
 1.030	 5.500
 1.040	 5.500
 1.050	 5.500
 1.060	 5.500
 1.070	 5.500
 1.080	 5.500
 1.090	 5.500
 1.100	 5.500
 1.110	 5.500
 1.120	 5.500
 1.130	 5.500
 1.140	 5.500
 1.150	 5.500
 1.160	 5.500
 1.170	 5.500
 1.180	 5.500
 1.190	 5.500
 1.200	 5.500
 1.210	 5.500
 1.220	 5.500
 1.230	 5.500
 1.240	 5.500
 1.250	 5.500
 1.260	 5.500
 1.270	 5.500
 1.280	 5.500
 1.290	 5.500
 1.300	 5.500
 1.310	 5.500
 1.320	 5.500
 1.330	 5.500
 1.340	 5.500
 1.350	 5.500
 1.360	 5.500
 1.370	 5.500
